#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
597	SAV1465	chr	-	1580837	1581902	1580837	1581902	1	1580837,	1581902,	1454	aroB	cmpl	cmpl	0,
597	SAV1466	chr	-	1581927	1583094	1581927	1583094	1	1581927,	1583094,	1455	aroC	cmpl	cmpl	0,
597	SAV1467	chr	-	1583479	1583680	1583479	1583680	1	1583479,	1583680,	1456	none	cmpl	cmpl	0,
597	SAV1468	chr	-	1583708	1583834	1583708	1583834	1	1583708,	1583834,	1457	none	cmpl	cmpl	0,
597	SAV1469	chr	-	1583888	1584338	1583888	1584338	1	1583888,	1584338,	1458	ndk	cmpl	cmpl	0,
597	SAV1470	chr	-	1584429	1585389	1584429	1585389	1	1584429,	1585389,	1459	gerCC	cmpl	cmpl	0,
597	SAV1471	chr	-	1585390	1586116	1585390	1586116	1	1585390,	1586116,	1460	ubiE	cmpl	cmpl	0,
597	SAV1472	chr	-	1586118	1586691	1586118	1586691	1	1586118,	1586691,	1461	none	cmpl	cmpl	0,
597	SAV1473	chr	-	1587121	1587394	1587121	1587394	1	1587121,	1587394,	1462	hu	cmpl	cmpl	0,
597	SAV1474	chr	-	1587564	1588563	1587564	1588563	1	1587564,	1588563,	1463	gpsA	cmpl	cmpl	0,
597	SAV1475	chr	-	1588579	1589890	1588579	1589890	1	1588579,	1589890,	1464	engA	cmpl	cmpl	0,
597	SAV1476	chr	-	1590111	1591287	1590111	1591287	1	1590111,	1591287,	1465	rpsA	cmpl	cmpl	0,
597	SAV1477	chr	-	1591815	1591893	1591815	1591893	1	1591815,	1591893,	1466	none	cmpl	cmpl	0,
597	SAV1478	chr	-	1591998	1592658	1591998	1592658	1	1591998,	1592658,	1467	cmk	cmpl	cmpl	0,
597	SAV1479	chr	+	1592734	1593703	1592734	1593703	1	1592734,	1593703,	1468	ansA	cmpl	cmpl	0,
597	SAV1480	chr	-	1593817	1594804	1593817	1594804	1	1593817,	1594804,	1469	none	cmpl	cmpl	0,
597	SAV1481	chr	-	1595205	1596666	1595205	1596666	1	1595205,	1596666,	1470	ebpS	cmpl	cmpl	0,
597	SAV1482	chr	-	1596818	1598198	1596818	1598198	1	1596818,	1598198,	1471	none	cmpl	cmpl	0,
597	SAV1483	chr	-	1598187	1599141	1598187	1599141	1	1598187,	1599141,	1472	none	cmpl	cmpl	0,
597	SAV1484	chr	+	1599248	1599497	1599248	1599497	1	1599248,	1599497,	1473	fer	cmpl	cmpl	0,
597	SAV1485	chr	-	1599602	1600148	1599602	1600148	1	1599602,	1600148,	1474	none	cmpl	cmpl	0,
597	SAV1486	chr	-	1600549	1601506	1600549	1601506	1	1600549,	1601506,	1475	none	cmpl	cmpl	0,
597	SAV1487	chr	-	1601976	1602873	1601976	1602873	1	1601976,	1602873,	1476	none	cmpl	cmpl	0,
597	SAV1488	chr	-	1602930	1603836	1602930	1603836	1	1602930,	1603836,	1477	none	cmpl	cmpl	0,
597	SAV1489	chr	-	1603925	1606088	1603925	1606088	1	1603925,	1606088,	1478	none	cmpl	cmpl	0,
597	SAV1490	chr	-	1606080	1606947	1606080	1606947	1	1606080,	1606947,	1479	none	cmpl	cmpl	0,
597	SAV1491	chr	-	1607250	1609017	1607250	1609017	1	1607250,	1609017,	1480	srrB	cmpl	cmpl	0,
597	SAV1492	chr	-	1608982	1609708	1608982	1609708	1	1608982,	1609708,	1481	srrA	cmpl	cmpl	0,
597	SAV1493	chr	-	1609840	1610578	1609840	1610578	1	1609840,	1610578,	1482	rluB	cmpl	cmpl	0,
597	SAV1494	chr	-	1610570	1611113	1610570	1611113	1	1610570,	1611113,	1483	none	cmpl	cmpl	0,
597	SAV1495	chr	-	1611105	1611861	1611105	1611861	1	1611105,	1611861,	1484	none	cmpl	cmpl	0,
597	SAV1496	chr	+	1611928	1612435	1611928	1612435	1	1611928,	1612435,	1485	none	cmpl	cmpl	0,
597	SAV1497	chr	-	1612512	1613400	1612512	1613400	1	1612512,	1613400,	1486	xerD	cmpl	cmpl	0,
597	SAV1498	chr	-	1613448	1613898	1613448	1613898	1	1613448,	1613898,	1487	none	cmpl	cmpl	0,
597	SAV1499	chr	-	1614002	1614545	1614002	1614545	1	1614002,	1614545,	1488	none	cmpl	cmpl	0,
597	SAV1500	chr	+	1614626	1615535	1614626	1615535	1	1614626,	1615535,	1489	none	cmpl	cmpl	0,
597	SAV1501	chr	-	1615750	1615999	1615750	1615999	1	1615750,	1615999,	1490	none	cmpl	cmpl	0,
597	SAV1502	chr	-	1616014	1616770	1616014	1616770	1	1616014,	1616770,	1491	none	cmpl	cmpl	0,
597	SAV1503	chr	+	1616911	1617727	1616911	1617727	1	1616911,	1617727,	1492	none	cmpl	cmpl	0,
597	SAV1504	chr	-	1617829	1618750	1617829	1618750	1	1617829,	1618750,	1493	none	cmpl	cmpl	0,
597	SAV1505	chr	+	1619062	1620547	1619062	1620547	1	1619062,	1620547,	1494	none	cmpl	cmpl	0,
597	SAV1506	chr	+	1620776	1621643	1620776	1621643	1	1620776,	1621643,	1495	none	cmpl	cmpl	0,
597	SAV1507	chr	-	1621724	1623374	1621724	1623374	1	1621724,	1623374,	1496	malA	cmpl	cmpl	0,
597	SAV1508	chr	-	1623389	1624409	1623389	1624409	1	1623389,	1624409,	1497	malR	cmpl	cmpl	0,
597	SAV1509	chr	-	1624602	1624974	1624602	1624974	1	1624602,	1624974,	1498	none	cmpl	cmpl	0,
597	SAV1510	chr	-	1625440	1626658	1625440	1626658	1	1625440,	1626658,	1499	none	cmpl	cmpl	0,
597	SAV1511	chr	-	1626973	1628380	1626973	1628380	1	1626973,	1628380,	1500	gnd	cmpl	cmpl	0,
597	SAV1512	chr	-	1628447	1629581	1628447	1629581	1	1628447,	1629581,	1501	none	cmpl	cmpl	0,
597	SAV1513	chr	-	1630149	1631130	1630149	1631130	1	1630149,	1631130,	1502	none	cmpl	cmpl	0,
597	SAV1514	chr	-	1631143	1631581	1631143	1631581	1	1631143,	1631581,	1503	none	cmpl	cmpl	0,
597	SAV1515	chr	-	1631931	1633206	1631931	1633206	1	1631931,	1633206,	1504	bmfBB	cmpl	cmpl	0,
597	SAV1516	chr	-	1633218	1634202	1633218	1634202	1	1633218,	1634202,	1505	bfmBAB	cmpl	cmpl	0,
597	SAV1517	chr	-	1634201	1635194	1634201	1635194	1	1634201,	1635194,	1506	bfmBAA	cmpl	cmpl	0,
597	SAV1518	chr	-	1635209	1636631	1635209	1636631	1	1635209,	1636631,	1507	none	cmpl	cmpl	0,
597	SAV1519	chr	-	1636781	1638461	1636781	1638461	1	1636781,	1638461,	1508	recN	cmpl	cmpl	0,
597	SAV1520	chr	-	1638476	1638929	1638476	1638929	1	1638476,	1638929,	1509	ahrC	cmpl	cmpl	0,
597	SAV1521	chr	-	1639360	1640242	1639360	1640242	1	1639360,	1640242,	1510	ispA	cmpl	cmpl	0,
597	SAV1522	chr	-	1640219	1640450	1640219	1640450	1	1640219,	1640450,	1511	none	cmpl	cmpl	0,
597	SAV1523	chr	-	1640442	1641780	1640442	1641780	1	1640442,	1641780,	1512	xseA	cmpl	cmpl	0,
597	SAV1524	chr	-	1641796	1642186	1641796	1642186	1	1641796,	1642186,	1513	nusB	cmpl	cmpl	0,
597	SAV1525	chr	-	1642245	1642608	1642245	1642608	1	1642245,	1642608,	1514	none	cmpl	cmpl	0,
597	SAV1526	chr	-	1642622	1643978	1642622	1643978	1	1642622,	1643978,	1515	accC	cmpl	cmpl	0,
597	SAV1527	chr	-	1643977	1644442	1643977	1644442	1	1643977,	1644442,	1516	accB	cmpl	cmpl	0,
597	SAV1528	chr	-	1644915	1645473	1644915	1645473	1	1644915,	1645473,	1517	none	cmpl	cmpl	0,
597	SAV1529	chr	-	1645498	1646560	1645498	1646560	1	1645498,	1646560,	1518	none	cmpl	cmpl	0,
597	SAV1531	chr	+	1646664	1647246	1646664	1647246	1	1646664,	1647246,	1519	none	cmpl	cmpl	0,
597	SAV1532	chr	+	1647259	1647478	1647259	1647478	1	1647259,	1647478,	1520	none	cmpl	cmpl	0,
597	SAV1533	chr	-	1647541	1648372	1647541	1648372	1	1647541,	1648372,	1521	none	cmpl	cmpl	0,
597	SAV1534	chr	+	1648529	1648916	1648529	1648916	1	1648529,	1648916,	1522	none	cmpl	cmpl	0,
597	SAV1535	chr	-	1649280	1650753	1649280	1650753	1	1649280,	1650753,	1523	none	cmpl	cmpl	0,
597	SAV1536	chr	-	1650745	1652092	1650745	1652092	1	1650745,	1652092,	1524	none	cmpl	cmpl	0,
597	SAV1537	chr	-	1652111	1653203	1652111	1653203	1	1652111,	1653203,	1525	none	cmpl	cmpl	0,
597	SAV1538	chr	-	1653361	1653886	1653361	1653886	1	1653361,	1653886,	1526	none	cmpl	cmpl	0,
597	SAV1539	chr	-	1654118	1654616	1654118	1654616	1	1654118,	1654616,	1527	none	cmpl	cmpl	0,
597	SAV1540	chr	-	1654533	1654833	1654533	1654833	1	1654533,	1654833,	1528	none	cmpl	cmpl	0,
597	SAV1541	chr	-	1654819	1655254	1654819	1655254	1	1654819,	1655254,	1529	none	cmpl	cmpl	0,
597	SAV1542	chr	-	1655243	1655555	1655243	1655555	1	1655243,	1655555,	1530	none	cmpl	cmpl	0,
597	SAV1543	chr	-	1655568	1656639	1655568	1656639	1	1655568,	1656639,	1531	none	cmpl	cmpl	0,
597	SAV1544	chr	-	1656610	1657585	1656610	1657585	1	1656610,	1657585,	1532	none	cmpl	cmpl	0,
597	SAV1545	chr	-	1657636	1658260	1657636	1658260	1	1657636,	1658260,	1533	none	cmpl	cmpl	0,
597	SAV1546	chr	-	1658256	1658586	1658256	1658586	1	1658256,	1658586,	1534	none	cmpl	cmpl	0,
597	SAV1547	chr	-	1658585	1659572	1658585	1659572	1	1658585,	1659572,	1535	glcK	cmpl	cmpl	0,
597	SAV1548	chr	-	1659568	1659772	1659568	1659772	1	1659568,	1659772,	1536	none	cmpl	cmpl	0,
597	SAV1549	chr	-	1659752	1661216	1659752	1661216	1	1659752,	1661216,	1537	none	cmpl	cmpl	0,
597	SAV1550	chr	-	1661227	1661767	1661227	1661767	1	1661227,	1661767,	1538	none	cmpl	cmpl	0,
597	SAV1551	chr	-	1661975	1662125	1661975	1662125	1	1661975,	1662125,	1539	rpmG	cmpl	cmpl	0,
597	SAV1552	chr	-	1662237	1664313	1662237	1664313	1	1662237,	1664313,	1540	pbp3	cmpl	cmpl	0,
597	SAV1553	chr	-	1664433	1665033	1664433	1665033	1	1664433,	1665033,	1541	sodA	cmpl	cmpl	0,
597	SAV1554	chr	-	1665308	1665719	1665308	1665719	1	1665308,	1665719,	1542	none	cmpl	cmpl	0,
597	SAV1555	chr	-	1665705	1666569	1665705	1666569	1	1665705,	1666569,	1543	none	cmpl	cmpl	0,
597	SAV1556	chr	-	1666610	1667378	1666610	1667378	1	1666610,	1667378,	1544	none	cmpl	cmpl	0,
597	SAV1557	chr	-	1667521	1668412	1667521	1668412	1	1667521,	1668412,	1545	none	cmpl	cmpl	0,
597	SAV1558	chr	-	1668421	1669768	1668421	1669768	1	1668421,	1669768,	1546	none	cmpl	cmpl	0,
597	SAV1559	chr	-	1669881	1670982	1669881	1670982	1	1669881,	1670982,	1547	none	cmpl	cmpl	0,
597	SAV1560	chr	-	1670984	1671662	1670984	1671662	1	1670984,	1671662,	1548	none	cmpl	cmpl	0,
597	SAV1561	chr	-	1671792	1672899	1671792	1672899	1	1671792,	1672899,	1549	sigA	cmpl	cmpl	0,
597	SAV1562	chr	-	1673122	1674940	1673122	1674940	1	1673122,	1674940,	1550	dnaG	cmpl	cmpl	0,
597	SAV1563	chr	-	1675000	1675819	1675000	1675819	1	1675000,	1675819,	1551	none	cmpl	cmpl	0,
597	SAV1564	chr	-	1675829	1676453	1675829	1676453	1	1675829,	1676453,	1552	none	cmpl	cmpl	0,
597	SAV1565	chr	+	1676787	1678179	1676787	1678179	1	1676787,	1678179,	1553	glyS	cmpl	cmpl	0,
597	SAV1566	chr	-	1678328	1679081	1678328	1679081	1	1678328,	1679081,	1554	none	cmpl	cmpl	0,
597	SAV1567	chr	-	1679102	1680002	1679102	1680002	1	1679102,	1680002,	1555	era	cmpl	cmpl	0,
597	SAV1568	chr	-	1680002	1680407	1680002	1680407	1	1680002,	1680407,	1556	cdd	cmpl	cmpl	0,
597	SAV1569	chr	-	1680417	1680762	1680417	1680762	1	1680417,	1680762,	1557	none	cmpl	cmpl	0,
597	SAV1570	chr	-	1680764	1681232	1680764	1681232	1	1680764,	1681232,	1558	none	cmpl	cmpl	0,
597	SAV1571	chr	-	1681232	1682180	1681232	1682180	1	1681232,	1682180,	1559	phoH	cmpl	cmpl	0,
597	SAV1572	chr	-	1682483	1683182	1682483	1683182	1	1682483,	1683182,	1560	none	cmpl	cmpl	0,
597	SAV1573	chr	-	1683198	1684188	1683198	1684188	1	1683198,	1684188,	1561	none	cmpl	cmpl	0,
597	SAV1574	chr	-	1684205	1684913	1684205	1684913	1	1684205,	1684913,	1562	none	cmpl	cmpl	0,
597	SAV1575	chr	-	1685132	1685309	1685132	1685309	1	1685132,	1685309,	1563	rpsU	cmpl	cmpl	0,
597	SAV1576	chr	-	1685601	1686948	1685601	1686948	1	1685601,	1686948,	1564	none	cmpl	cmpl	0,
597	SAV1577	chr	-	1686954	1687707	1686954	1687707	1	1686954,	1687707,	1565	none	cmpl	cmpl	0,
597	SAV1578	chr	-	1687708	1688647	1687708	1688647	1	1687708,	1688647,	1566	none	cmpl	cmpl	0,
597	SAV1579	chr	-	1688650	1689790	1688650	1689790	1	1688650,	1689790,	1567	dnaJ	cmpl	cmpl	0,
597	SAV1580	chr	-	1689925	1691758	1689925	1691758	1	1689925,	1691758,	1568	dnaK	cmpl	cmpl	0,
597	SAV1581	chr	-	1691826	1692453	1691826	1692453	1	1691826,	1692453,	1569	grpE	cmpl	cmpl	0,
597	SAV1582	chr	-	1692484	1693462	1692484	1693462	1	1692484,	1693462,	1570	hrcA	cmpl	cmpl	0,
597	SAV1583	chr	-	1693561	1694686	1693561	1694686	1	1693561,	1694686,	1571	hemN	cmpl	cmpl	0,
597	SAV1584	chr	+	1694962	1695121	1694962	1695121	1	1694962,	1695121,	1572	none	cmpl	cmpl	0,
597	SAV1585	chr	-	1695251	1697075	1695251	1697075	1	1695251,	1697075,	1573	lepA	cmpl	cmpl	0,
597	SAV1586	chr	+	1697420	1697672	1697420	1697672	1	1697420,	1697672,	1574	rpsT	cmpl	cmpl	0,
597	SAV1587	chr	-	1697716	1698691	1697716	1698691	1	1697716,	1698691,	1575	holA	cmpl	cmpl	0,
597	SAV1588	chr	-	1698747	1700949	1698747	1700949	1	1698747,	1700949,	1576	none	cmpl	cmpl	0,
597	SAV1589	chr	-	1700953	1701415	1700953	1701415	1	1700953,	1701415,	1577	comEB	cmpl	cmpl	0,
597	SAV1590	chr	-	1701506	1702184	1701506	1702184	1	1701506,	1702184,	1578	none	cmpl	cmpl	0,
597	SAV1591	chr	-	1702232	1702949	1702232	1702949	1	1702232,	1702949,	1579	none	cmpl	cmpl	0,
597	SAV1592	chr	-	1702951	1703305	1702951	1703305	1	1702951,	1703305,	1580	none	cmpl	cmpl	0,
597	SAV1593	chr	-	1703305	1703890	1703305	1703890	1	1703305,	1703890,	1581	none	cmpl	cmpl	0,
74	SAV1594	chr	-	1703879	1704449	1703879	1704449	1	1703879,	1704449,	1582	none	cmpl	cmpl	0,
598	SAV1595	chr	-	1704451	1704742	1704451	1704742	1	1704451,	1704742,	1583	none	cmpl	cmpl	0,
598	SAV1596	chr	-	1704745	1705552	1704745	1705552	1	1704745,	1705552,	1584	aroE	cmpl	cmpl	0,
598	SAV1597	chr	-	1705565	1706666	1705565	1706666	1	1705565,	1706666,	1585	none	cmpl	cmpl	0,
598	SAV1598	chr	-	1706666	1707194	1706666	1707194	1	1706666,	1707194,	1586	none	cmpl	cmpl	0,
598	SAV1599	chr	-	1707213	1707900	1707213	1707900	1	1707213,	1707900,	1587	pfs	cmpl	cmpl	0,
598	SAV1600	chr	+	1708213	1708483	1708213	1708483	1	1708213,	1708483,	1588	none	cmpl	cmpl	0,
598	SAV1601	chr	-	1708684	1708873	1708684	1708873	1	1708684,	1708873,	1589	none	cmpl	cmpl	0,
598	SAV1602	chr	-	1709021	1709495	1709021	1709495	1	1709021,	1709495,	1590	none	cmpl	cmpl	0,
598	SAV1603	chr	-	1710201	1711422	1710201	1711422	1	1710201,	1711422,	1591	none	cmpl	cmpl	0,
598	SAV1604	chr	-	1711710	1712940	1711710	1712940	1	1711710,	1712940,	1592	none	cmpl	cmpl	0,
598	SAV1605	chr	-	1712952	1713705	1712952	1713705	1	1712952,	1713705,	1593	none	cmpl	cmpl	0,
598	SAV1606	chr	-	1713704	1715066	1713704	1715066	1	1713704,	1715066,	1594	none	cmpl	cmpl	0,
598	SAV1607	chr	-	1715079	1715529	1715079	1715529	1	1715079,	1715529,	1595	none	cmpl	cmpl	0,
598	SAV1608	chr	-	1715530	1716541	1715530	1716541	1	1715530,	1716541,	1596	none	cmpl	cmpl	0,
598	SAV1609	chr	-	1716530	1717265	1716530	1717265	1	1716530,	1717265,	1597	none	cmpl	cmpl	0,
598	SAV1610	chr	-	1717590	1718067	1717590	1718067	1	1717590,	1718067,	1598	greA	cmpl	cmpl	0,
598	SAV1611	chr	-	1718094	1718718	1718094	1718718	1	1718094,	1718718,	1599	udk	cmpl	cmpl	0,
598	SAV1612	chr	-	1718717	1719986	1718717	1719986	1	1718717,	1719986,	1600	none	cmpl	cmpl	0,
598	SAV1613	chr	-	1719997	1720921	1719997	1720921	1	1719997,	1720921,	1601	none	cmpl	cmpl	0,
598	SAV1614	chr	-	1720923	1721562	1720923	1721562	1	1720923,	1721562,	1602	none	cmpl	cmpl	0,
598	SAV1615	chr	-	1721846	1722155	1721846	1722155	1	1721846,	1722155,	1603	none	cmpl	cmpl	0,
598	SAV1616	chr	-	1722169	1722541	1722169	1722541	1	1722169,	1722541,	1604	none	cmpl	cmpl	0,
598	SAV1617	chr	-	1722601	1722862	1722601	1722862	1	1722601,	1722862,	1605	none	cmpl	cmpl	0,
598	SAV1618	chr	-	1722924	1725555	1722924	1725555	1	1722924,	1725555,	1606	alaS	cmpl	cmpl	0,
598	SAV1619	chr	-	1725897	1728375	1725897	1728375	1	1725897,	1728375,	1607	none	cmpl	cmpl	0,
598	SAV1620	chr	-	1728376	1729045	1728376	1729045	1	1728376,	1729045,	1608	none	cmpl	cmpl	0,
598	SAV1621	chr	-	1729739	1730858	1729739	1730858	1	1729739,	1730858,	1609	none	cmpl	cmpl	0,
598	SAV1622	chr	-	1730858	1732001	1730858	1732001	1	1730858,	1732001,	1610	none	cmpl	cmpl	0,
598	SAV1623	chr	+	1732312	1733332	1732312	1733332	1	1732312,	1733332,	1611	none	cmpl	cmpl	0,
598	SAV1624	chr	-	1733563	1733710	1733563	1733710	1	1733563,	1733710,	1612	none	cmpl	cmpl	0,
598	SAV1625	chr	-	1733749	1733932	1733749	1733932	1	1733749,	1733932,	1613	csbD	cmpl	cmpl	0,
598	SAV1626	chr	-	1734031	1734454	1734031	1734454	1	1734031,	1734454,	1614	none	cmpl	cmpl	0,
598	SAV1627	chr	+	1734538	1735813	1734538	1735813	1	1734538,	1735813,	1615	none	cmpl	cmpl	0,
598	SAV1628	chr	-	1735973	1736747	1735973	1736747	1	1735973,	1736747,	1616	none	cmpl	cmpl	0,
598	SAV1629	chr	-	1736960	1737062	1736960	1737062	1	1736960,	1737062,	1617	none	cmpl	cmpl	0,
598	SAV1630	chr	-	1737207	1738974	1737207	1738974	1	1737207,	1738974,	1618	aspS	cmpl	cmpl	0,
598	SAV1631	chr	-	1738989	1740252	1738989	1740252	1	1738989,	1740252,	1619	hisS	cmpl	cmpl	0,
598	SAV1632	chr	-	1740713	1741589	1740713	1741589	1	1740713,	1741589,	1620	lytH	cmpl	cmpl	0,
598	SAV1633	chr	-	1741585	1742038	1741585	1742038	1	1741585,	1742038,	1621	none	cmpl	cmpl	0,
598	SAV1634	chr	-	1742049	1744239	1742049	1744239	1	1742049,	1744239,	1622	relA	cmpl	cmpl	0,
598	SAV1635	chr	-	1744666	1745185	1744666	1745185	1	1744666,	1745185,	1623	apt	cmpl	cmpl	0,
598	SAV1636	chr	-	1745206	1747480	1745206	1747480	1	1745206,	1747480,	1624	none	cmpl	cmpl	0,
598	SAV1637	chr	-	1747682	1749962	1747682	1749962	1	1747682,	1749962,	1625	secF	cmpl	cmpl	0,
598	SAV1638	chr	-	1750236	1750497	1750236	1750497	1	1750236,	1750497,	1626	none	cmpl	cmpl	0,
598	SAV1639	chr	-	1750515	1751655	1750515	1751655	1	1750515,	1751655,	1627	tgt	cmpl	cmpl	0,
598	SAV1640	chr	-	1751677	1752703	1751677	1752703	1	1751677,	1752703,	1628	queA	cmpl	cmpl	0,
598	SAV1641	chr	-	1752704	1753709	1752704	1753709	1	1752704,	1753709,	1629	ruvB	cmpl	cmpl	0,
598	SAV1642	chr	-	1753740	1754343	1753740	1754343	1	1753740,	1754343,	1630	ruvA	cmpl	cmpl	0,
598	SAV1643	chr	-	1754356	1754815	1754356	1754815	1	1754356,	1754815,	1631	none	cmpl	cmpl	0,
598	SAV1644	chr	-	1754824	1756117	1754824	1756117	1	1754824,	1756117,	1632	obgE	cmpl	cmpl	0,
598	SAV1645	chr	-	1756470	1756755	1756470	1756755	1	1756470,	1756755,	1633	rpmA	cmpl	cmpl	0,
598	SAV1646	chr	-	1756766	1757087	1756766	1757087	1	1756766,	1757087,	1634	none	cmpl	cmpl	0,
598	SAV1647	chr	-	1757092	1757401	1757092	1757401	1	1757092,	1757401,	1635	rplU	cmpl	cmpl	0,
598	SAV1648	chr	-	1757636	1758167	1757636	1758167	1	1757636,	1758167,	1636	none	cmpl	cmpl	0,
598	SAV1649	chr	-	1758166	1759009	1758166	1759009	1	1758166,	1759009,	1637	none	cmpl	cmpl	0,
598	SAV1650	chr	-	1759400	1759874	1759400	1759874	1	1759400,	1759874,	1638	none	cmpl	cmpl	0,
598	SAV1651	chr	+	1760033	1760231	1760033	1760231	1	1760033,	1760231,	1639	none	cmpl	cmpl	0,
598	SAV1652	chr	-	1760347	1760632	1760347	1760632	1	1760347,	1760632,	1640	none	cmpl	cmpl	0,
598	SAV1653	chr	-	1761060	1761723	1761060	1761723	1	1761060,	1761723,	1641	none	cmpl	cmpl	0,
598	SAV1654	chr	-	1762081	1762255	1762081	1762255	1	1762081,	1762255,	1642	none	cmpl	cmpl	0,
598	SAV1655	chr	+	1762256	1762988	1762256	1762988	1	1762256,	1762988,	1643	ermA	cmpl	cmpl	0,
598	SAV1656	chr	-	1763113	1763896	1763113	1763896	1	1763113,	1763896,	1644	ant(9)	cmpl	cmpl	0,
598	SAV1657	chr	-	1764046	1764424	1764046	1764424	1	1764046,	1764424,	1645	tnpC	cmpl	cmpl	0,
598	SAV1658	chr	-	1764430	1766323	1764430	1766323	1	1764430,	1766323,	1646	tnpB	cmpl	cmpl	0,
598	SAV1659	chr	-	1766319	1767405	1766319	1767405	1	1766319,	1767405,	1647	tnpA	cmpl	cmpl	0,
598	SAV1660	chr	-	1767523	1768078	1767523	1768078	1	1767523,	1768078,	1648	truncated-radC	cmpl	cmpl	0,
598	SAV1661	chr	-	1768074	1768782	1768074	1768782	1	1768074,	1768782,	1649	none	cmpl	cmpl	0,
598	SAV1662	chr	-	1769051	1770323	1769051	1770323	1	1769051,	1770323,	1650	folC	cmpl	cmpl	0,
598	SAV1663	chr	-	1770335	1772966	1770335	1772966	1	1770335,	1772966,	1651	valS	cmpl	cmpl	0,
598	SAV1664	chr	+	1773368	1773929	1773368	1773929	1	1773368,	1773929,	1652	tag	cmpl	cmpl	0,
598	SAV1665	chr	-	1774151	1775225	1774151	1775225	1	1774151,	1775225,	1653	none	cmpl	cmpl	0,
598	SAV1666	chr	-	1775258	1775348	1775258	1775348	1	1775258,	1775348,	1654	none	cmpl	cmpl	0,
598	SAV1667	chr	-	1775420	1776707	1775420	1776707	1	1775420,	1776707,	1655	hemL	cmpl	cmpl	0,
598	SAV1668	chr	-	1776754	1777729	1776754	1777729	1	1776754,	1777729,	1656	hemB	cmpl	cmpl	0,
598	SAV1669	chr	-	1777731	1778400	1777731	1778400	1	1777731,	1778400,	1657	hemD	cmpl	cmpl	0,
598	SAV1670	chr	-	1778421	1779348	1778421	1779348	1	1778421,	1779348,	1658	hemC	cmpl	cmpl	0,
598	SAV1671	chr	-	1779389	1780205	1779389	1780205	1	1779389,	1780205,	1659	hemX	cmpl	cmpl	0,
598	SAV1672	chr	-	1780226	1781573	1780226	1781573	1	1780226,	1781573,	1660	hemA	cmpl	cmpl	0,
598	SAV1673	chr	-	1781789	1782380	1781789	1782380	1	1781789,	1782380,	1661	none	cmpl	cmpl	0,
598	SAV1674	chr	-	1782533	1783796	1782533	1783796	1	1782533,	1783796,	1662	clpX	cmpl	cmpl	0,
598	SAV1675	chr	-	1783946	1785248	1783946	1785248	1	1783946,	1785248,	1663	tig	cmpl	cmpl	0,
598	SAV1676	chr	-	1785410	1786340	1785410	1786340	1	1785410,	1786340,	1664	none	cmpl	cmpl	0,
598	SAV1677	chr	-	1786358	1786967	1786358	1786967	1	1786358,	1786967,	1665	none	cmpl	cmpl	0,
598	SAV1678	chr	-	1787108	1787465	1787108	1787465	1	1787108,	1787465,	1666	rplT	cmpl	cmpl	0,
598	SAV1679	chr	-	1787511	1787712	1787511	1787712	1	1787511,	1787712,	1667	rpmI	cmpl	cmpl	0,
598	SAV1680	chr	-	1787740	1788259	1787740	1788259	1	1787740,	1788259,	1668	infC	cmpl	cmpl	0,
598	SAV1681	chr	-	1788496	1789990	1788496	1789990	1	1788496,	1789990,	1669	none	cmpl	cmpl	0,
598	SAV1683	chr	-	1790415	1792353	1790415	1792353	1	1790415,	1792353,	1670	thrS	cmpl	cmpl	0,
598	SAV1684	chr	-	1792765	1793686	1792765	1793686	1	1792765,	1793686,	1671	dnaI	cmpl	cmpl	0,
598	SAV1685	chr	-	1793685	1795086	1793685	1795086	1	1793685,	1795086,	1672	dnaB	cmpl	cmpl	0,
598	SAV1686	chr	-	1795086	1795557	1795086	1795557	1	1795086,	1795557,	1673	none	cmpl	cmpl	0,
598	SAV1687	chr	-	1795767	1796793	1795767	1796793	1	1795767,	1796793,	1674	gapB	cmpl	cmpl	0,
598	SAV1688	chr	-	1796962	1797586	1796962	1797586	1	1796962,	1797586,	1675	none	cmpl	cmpl	0,
598	SAV1689	chr	-	1797601	1798474	1797601	1798474	1	1797601,	1798474,	1676	none	cmpl	cmpl	0,
598	SAV1690	chr	-	1798489	1801120	1798489	1801120	1	1798489,	1801120,	1677	polA	cmpl	cmpl	0,
598	SAV1691	chr	-	1801413	1802901	1801413	1802901	1	1801413,	1802901,	1678	none	cmpl	cmpl	0,
598	SAV1692	chr	-	1803399	1805064	1803399	1805064	1	1803399,	1805064,	1679	phoR	cmpl	cmpl	0,
598	SAV1693	chr	-	1805060	1805765	1805060	1805765	1	1805060,	1805765,	1680	phoP	cmpl	cmpl	0,
598	SAV1694	chr	-	1806154	1807423	1806154	1807423	1	1806154,	1807423,	1681	citC	cmpl	cmpl	0,
598	SAV1695	chr	-	1807471	1808593	1807471	1808593	1	1807471,	1808593,	1682	citZ	cmpl	cmpl	0,
598	SAV1696	chr	+	1808940	1810302	1808940	1810302	1	1808940,	1810302,	1683	aapA	cmpl	cmpl	0,
598	SAV1697	chr	-	1810649	1812407	1810649	1812407	1	1810649,	1812407,	1684	pykA	cmpl	cmpl	0,
598	SAV1698	chr	-	1812428	1813352	1812428	1813352	1	1812428,	1813352,	1685	pfkA	cmpl	cmpl	0,
